lon lat time count friction misfit shape s1a s1p s2a s2p s3a s3p
137.0 34.5 2007.0 1927 0.8 34.439697 0.9159965 97.04773 6.525673 188.14384 9.493584 333.0254 78.445465
138.0 34.5 2007.0 1370 0.7 32.7401 0.955736 109.67081 11.651474 235.68005 70.67206 16.45877 15.201576
139.0 34.5 2007.0 762 0.8 41.22585 0.9685014 129.9013 23.124245 32.546997 16.686256 269.9778 60.889465
140.0 34.5 2007.0 511 0.8 40.636078 0.95962614 133.76917 26.831474 288.45847 60.771194 38.265656 10.736053
141.0 34.5 2007.0 34 0.6 30.313139 0.5914641 154.62012 29.55523 58.125305 11.281128 309.54526 57.951447
131.0 35.5 2007.0 73 0.6 29.87753 0.82778364 275.75137 2.2008286 182.41637 56.550735 7.2010803 33.357323
132.0 35.5 2007.0 472 0.65 26.431036 0.7722127 277.7475 2.3789902 142.5123 86.65126 7.845398 2.3554993
133.0 35.5 2007.0 895 0.75 27.095268 0.7331462 285.69266 2.4329224 155.37628 86.24286 15.814331 2.8613129
134.0 35.5 2007.0 719 0.8 32.57761 0.83349615 283.79517 2.7996216 161.1695 84.81734 14.0086975 4.3579254
135.0 35.5 2007.0 595 0.7 31.198458 0.9730352 269.48773 0.5823364 359.5752 8.541771 175.6167 81.438095
136.0 35.5 2007.0 1675 0.75 30.31561 0.87670577 88.84122 0.13843536 358.83774 1.4384766 184.33714 88.554886
137.0 35.5 2007.0 3553 0.75 30.434189 0.9566648 104.06613 3.7361145 194.3296 4.027954 331.3472 84.50188
138.0 35.5 2007.0 3013 0.65 30.642881 0.97677135 113.273926 6.47213 317.56815 82.90518 203.60255 2.894188
139.0 35.5 2007.0 1506 0.8 50.574142 0.85526675 121.56555 12.1590805 212.57397 4.669739 323.20734 76.949295
140.0 35.5 2007.0 804 0.8 57.36289 0.8413663 128.37607 15.268539 37.56424 2.9711304 296.8282 74.43115
141.0 35.5 2007.0 61 0.7 57.602047 0.7798934 150.29736 25.78077 50.72467 18.998573 288.57904 57.09346
134.0 36.5 2007.0 24 0.6 41.739464 0.7059501 294.54913 6.172653 195.60048 55.189438 28.748413 34.100555
135.0 36.5 2007.0 78 0.75 37.002205 0.9641809 280.75775 5.1685486 183.21399 55.43335 14.264526 34.06732
136.0 36.5 2007.0 1567 0.8 36.168736 0.780091 284.26505 3.9796143 193.69759 8.102333 40.19867 80.96126
137.0 36.5 2007.0 2747 0.7 30.973204 0.9169151 290.75415 1.9614487 200.67203 2.3974 60.004425 86.90173
138.0 36.5 2007.0 2979 0.7 34.060627 0.8900496 295.43173 2.9112473 25.595245 3.2117538 163.3205 85.6631
139.0 36.5 2007.0 2676 0.7 40.01931 0.69181854 296.23224 3.5597687 206.21576 0.26476288 111.96759 86.43036
140.0 36.5 2007.0 989 0.7 41.483925 0.7024308 118.273346 0.22235107 28.245361 7.1788864 210.0382 82.8176
141.0 36.5 2007.0 54 0.8 61.869442 0.8235946 120.79959 2.628685 226.31564 80.26138 30.365509 9.370453
136.0 37.5 2007.0 995 0.8 36.578102 0.68550324 293.9006 2.672058 203.38875 10.836578 37.573242 78.831085
137.0 37.5 2007.0 1074 0.8 37.496914 0.71308535 293.52393 2.4768143 203.04214 10.999931 36.04651 78.71785
138.0 37.5 2007.0 1653 0.65 40.263466 0.6519904 298.5412 11.018707 207.90944 3.2409515 101.74466 78.50304
139.0 37.5 2007.0 2376 0.65 36.47061 0.6961922 297.7008 6.907196 207.51888 1.5015793 105.31708 82.929886
140.0 37.5 2007.0 895 0.55 29.878447 0.76336336 115.3999 0.746109 25.341248 4.494629 214.80507 85.4436
141.0 37.5 2007.0 136 0.6 36.27886 0.5287156 104.20764 3.608673 194.46541 4.079727 332.83725 84.54921
142.0 37.5 2007.0 43 0.35 41.144188 0.19442391 104.95981 3.5933151 195.39804 6.9437027 347.77512 82.17345
138.0 38.5 2007.0 327 0.75 45.90674 0.88513863 311.0752 8.109894 220.84772 1.5960312 119.79242 81.73245
139.0 38.5 2007.0 511 0.75 42.87411 0.7045538 297.2456 7.2566833 207.03438 1.6583023 104.23575 82.55426
140.0 38.5 2007.0 400 0.6 31.563686 0.6313195 278.9327 2.8807678 9.019348 1.7216187 129.84644 86.64322
141.0 38.5 2007.0 317 0.45 38.588108 0.45485902 287.18134 0.18084717 197.17596 1.6947479 23.270782 88.295654
142.0 38.5 2007.0 122 0.3 38.547806 0.19780937 128.74496 3.454277 219.17406 7.0722504 12.883026 82.121475
139.0 39.5 2007.0 76 0.7 26.87522 0.56001675 287.5796 6.9258423 18.276947 5.7217865 147.5123 80.99838
140.0 39.5 2007.0 321 0.7 34.55594 0.66280687 277.33444 2.102745 187.33281 0.044487 96.121155 87.89679
141.0 39.5 2007.0 441 0.45 35.08724 0.58172303 104.00253 0.4343109 194.02383 2.8053818 5.2094116 87.1611
142.0 39.5 2007.0 214 0.45 30.26323 0.5238678 117.0336 1.6922836 207.16138 4.316452 5.673828 85.36247
143.0 39.5 2007.0 20 0.8 32.416767 0.63706696 292.86868 3.3662796 201.35938 24.122581 30.323914 65.61366
139.0 40.5 2007.0 45 0.8 30.561226 0.53270346 283.5655 10.403412 193.39696 0.91799164 98.4104 79.55524
140.0 40.5 2007.0 204 0.8 34.105076 0.6234623 278.7537 1.4226913 188.70374 2.010849 44.01129 87.53636
141.0 40.5 2007.0 296 0.55 32.05976 0.6251489 103.16321 2.7952423 193.23788 1.5288696 311.88397 86.813324
142.0 40.5 2007.0 148 0.45 28.374199 0.6476801 109.69516 3.1142044 199.79703 1.8714828 320.75787 86.36577
139.0 41.5 2007.0 48 0.8 40.938076 0.7541812 258.5418 5.726372 167.94318 5.9481506 32.15802 81.72897
140.0 41.5 2007.0 110 0.6 41.404266 0.4162075 286.60425 0.0515213 16.608124 4.315956 195.9215 85.68375
141.0 41.5 2007.0 79 0.3 40.294132 0.2625354 126.85959 0.65353394 36.79239 5.870674 223.18909 84.09279
139.0 42.5 2007.0 50 0.8 40.926395 0.73757166 263.49176 6.0767746 172.9768 4.82502 44.76474 82.22931
140.0 42.5 2007.0 70 0.75 44.883522 0.5131101 263.52188 3.1197739 353.6516 2.3785324 120.91461 86.07553
141.0 42.5 2007.0 32 0.45 37.18544 0.18423742 253.77249 2.168068 343.92834 4.1101 136.02408 85.351425
142.0 42.5 2007.0 34 0.7 46.10717 0.7840598 267.70355 7.282852 176.68726 7.9011383 39.877625 79.222626
143.0 42.5 2007.0 34 0.8 41.107414 0.9870985 287.3405 5.0077744 189.43784 57.489807 20.482513 32.02661
141.0 43.5 2007.0 37 0.6 33.154755 0.60028696 288.3576 10.679207 19.183594 4.3716125 131.13281 78.4411
142.0 43.5 2007.0 57 0.8 39.77394 0.80520344 283.41418 14.18232 192.68701 2.8749466 91.47586 75.51718
143.0 43.5 2007.0 48 0.75 37.3891 0.8806774 290.56702 3.0329742 199.93738 11.717133 34.85858 77.885864
144.0 43.5 2007.0 30 0.7 30.87235 0.727901 129.00305 8.25798 224.25026 32.215736 26.342651 56.48752
141.0 44.5 2007.0 45 0.75 48.343056 0.84123975 281.53937 18.244713 183.86626 22.049927 47.57599 60.73642
142.0 44.5 2007.0 71 0.8 43.39493 0.7633695 283.9966 17.854622 190.51463 10.677704 71.0827 69.00786
143.0 44.5 2007.0 36 0.75 29.545889 0.6305079 294.98407 12.482277 201.30725 16.155724 60.99997 69.36995
142.0 45.5 2007.0 42 0.75 47.22071 0.765235 273.59976 23.679794 177.51526 13.587425 60.14151 62.27104
129.0 31.5 2008.0 72 0.55 55.431515 0.27339795 70.53845 9.466835 273.91046 79.70433 161.20825 4.0102844
130.0 31.5 2008.0 394 0.4 31.248405 0.19811712 63.4122 12.882347 249.74411 77.04123 153.72821 1.3815002
131.0 31.5 2008.0 588 0.7 33.103725 0.38347968 68.79764 19.147148 268.38535 69.76964 160.98999 6.287323
132.0 31.5 2008.0 289 0.6 40.928875 0.33829448 77.51535 15.412964 308.18045 66.49373 172.44171 17.301323
133.0 31.5 2008.0 23 0.8 61.804447 0.64552796 109.280334 12.037048 356.41776 61.240692 205.16927 25.695312
129.0 32.5 2008.0 146 0.45 49.94783 0.25763947 70.79465 17.63385 262.93646 71.988464 161.92572 3.5534897
130.0 32.5 2008.0 1132 0.45 32.985653 0.13918905 256.3266 1.7111282 19.883026 86.90648 166.24951 2.5764465
131.0 32.5 2008.0 1598 0.55 33.28695 0.24378599 78.137054 7.9467773 282.80383 81.26701 168.64001 3.5980225
132.0 32.5 2008.0 678 0.7 37.24157 0.49352273 79.84833 12.166145 289.18042 76.1098 171.27795 6.601204
133.0 32.5 2008.0 89 0.6 34.389225 0.8998033 87.80881 2.8378448 357.44324 7.3342514 198.82448 82.1302
134.0 32.5 2008.0 37 0.8 26.671144 0.83432555 87.85608 8.393379 180.24716 15.788353 330.82227 72.015076
129.0 33.5 2008.0 83 0.25 47.898354 0.30143395 68.33365 25.582764 267.12506 63.17401 161.96399 7.534134
130.0 33.5 2008.0 990 0.4 33.346615 0.19301213 262.53445 9.77021 70.46863 80.01344 172.18176 2.0472946
131.0 33.5 2008.0 1473 0.55 33.503452 0.34856313 263.56332 2.9083328 51.176178 86.55711 173.46973 1.8409576
132.0 33.5 2008.0 740 0.75 32.934788 0.7065139 264.35992 0.31972504 9.921631 88.808426 174.35352 1.147934
133.0 33.5 2008.0 291 0.75 33.434647 0.92882204 270.13614 4.9445343 87.26279 85.04927 180.11476 0.24693298
134.0 33.5 2008.0 193 0.7 37.048607 0.9566042 94.5578 0.81658936 185.85254 57.75595 4.0429077 32.231133
135.0 33.5 2008.0 491 0.7 30.097425 0.8210701 98.81152 5.9455566 8.775757 0.34368134 275.47937 84.04443
136.0 33.5 2008.0 460 0.65 32.583332 0.7675762 95.26553 6.5053253 5.1850586 0.70588684 269.0192 83.45613
137.0 33.5 2008.0 52 0.8 45.155228 0.94621253 69.75958 12.171783 338.2002 7.190895 218.27693 75.80623
130.0 34.5 2008.0 237 0.65 31.475863 0.6326415 259.4311 9.473755 97.77475 80.02898 349.94574 3.0811157
131.0 34.5 2008.0 525 0.8 31.24681 0.79948866 264.72974 5.3848877 94.29901 84.53955 354.8148 0.9024048
132.0 34.5 2008.0 841 0.8 28.23968 0.8386517 274.07532 2.7050476 142.87088 85.89763 4.2210693 3.081894
133.0 34.5 2008.0 1117 0.75 28.624266 0.7757657 283.25098 2.1576767 134.56482 87.474915 13.3003845 1.3111267
134.0 34.5 2008.0 862 0.8 31.774368 0.8534361 283.40265 1.9060059 51.913788 86.94072 193.32301 2.3920593
135.0 34.5 2008.0 1074 0.5 30.204275 0.91637486 93.6998 1.0184097 183.74796 2.706726 343.09894 87.10774
136.0 34.5 2008.0 1721 0.65 31.919235 0.80118895 89.000854 1.7192307 358.98685 0.4668045 253.80104 88.21852
137.0 34.5 2008.0 2342 0.75 32.533283 0.9393588 96.174225 5.852524 188.81812 24.228668 353.4848 64.98482
138.0 34.5 2008.0 1781 0.65 32.159683 0.95870686 108.083435 10.858536 251.60243 76.582 16.5802 7.7874374
139.0 34.5 2008.0 669 0.75 41.438324 0.8514989 130.06421 23.307335 223.03882 6.868248 328.4266 65.585144
140.0 34.5 2008.0 338 0.8 38.56584 0.8200036 143.13898 28.320465 51.310303 3.3887634 315.06476 61.440475
141.0 34.5 2008.0 49 0.8 32.19487 0.62200236 180.60033 21.586693 83.68225 16.931747 318.72736 62.015915
131.0 35.5 2008.0 77 0.8 27.81843 0.79386955 98.191345 1.8862076 189.98076 43.47621 6.2052307 46.46164
132.0 35.5 2008.0 493 0.65 25.379616 0.7713877 278.1028 0.19419098 186.13542 84.361664 8.121979 5.634987
133.0 35.5 2008.0 896 0.75 26.328077 0.73915344 285.95593 0.93543243 158.93542 88.44655 15.976166 1.2400284
134.0 35.5 2008.0 734 0.8 30.778828 0.84125525 284.6819 2.164734 111.73212 87.81877 14.691986 0.26746368
135.0 35.5 2008.0 686 0.8 27.923777 0.9584745 271.41907 1.5625992 181.25957 5.8274155 16.373016 83.96527
136.0 35.5 2008.0 1815 0.7 31.043327 0.85852826 269.2135 1.3677673 359.25378 1.6870575 140.19904 87.82794
137.0 35.5 2008.0 4033 0.75 30.125349 0.96871406 103.077515 3.4383316 193.8204 12.1768265 357.57288 77.33266
138.0 35.5 2008.0 3553 0.6 31.402714 0.97246 112.553955 5.6400757 9.028656 67.10741 204.85338 22.109955
139.0 35.5 2008.0 1448 0.8 50.442368 0.7335138 122.19165 11.146973 212.94997 3.8423767 321.69165 78.19325
140.0 35.5 2008.0 633 0.75 60.265244 0.4381159 140.0152 15.214401 47.698425 8.454445 289.58344 72.493774
141.0 35.5 2008.0 90 0.8 61.10491 0.8483491 184.2312 15.008186 69.747375 57.10083 282.60822 28.519516
134.0 36.5 2008.0 28 0.75 32.738804 0.8422331 280.77567 6.309456 177.25885 64.68306 13.6519165 24.409897
135.0 36.5 2008.0 87 0.7 37.06566 0.91969234 278.85333 9.207581 167.50214 65.99994 12.600708 21.95884
136.0 36.5 2008.0 1712 0.8 37.587944 0.7693104 285.27475 4.893402 194.59753 7.8601303 46.891296 80.72467
137.0 36.5 2008.0 2976 0.65 31.358767 0.92245394 291.19107 2.573906 21.228058 0.8229294 128.94482 87.2975
138.0 36.5 2008.0 3080 0.65 34.923332 0.8959389 296.40854 3.3673553 26.783203 6.3415756 178.59247 82.81334
139.0 36.5 2008.0 2621 0.75 41.442425 0.6912009 297.57343 3.759201 207.52834 0.686409 107.19583 86.17848
140.0 36.5 2008.0 941 0.75 42.542175 0.6920246 299.29337 0.27633667 29.330292 7.615654 207.22751 82.37926
141.0 36.5 2008.0 72 0.8 75.38687 0.62216574 315.1526 17.430649 199.5325 54.016464 55.750916 30.361725
136.0 37.5 2008.0 1162 0.8 36.52388 0.6870509 293.8808 3.202629 203.22002 11.645981 39.023407 77.90973
137.0 37.5 2008.0 1248 0.8 36.79169 0.7111987 294.7168 3.006096 204.11162 11.371651 39.31122 78.22742
138.0 37.5 2008.0 1673 0.65 41.920258 0.6711917 300.20966 11.132767 209.3436 4.3922424 98.138 78.01141
139.0 37.5 2008.0 2313 0.7 38.113518 0.7173604 298.5592 7.4370956 208.21584 2.6285858 98.87695 82.10707
140.0 37.5 2008.0 898 0.65 30.151318 0.7740688 116.07199 2.0437775 26.012787 1.6582336 256.98602 87.36766
141.0 37.5 2008.0 201 0.55 36.742393 0.5565757 110.634766 1.6770706 200.69147 1.9357147 339.75668 87.438446
142.0 37.5 2008.0 32 0.25 42.99569 0.31001443 102.66095 7.966385 192.87645 1.5393295 293.73883 81.88432
138.0 38.5 2008.0 374 0.75 46.689667 0.8275679 312.15765 8.22757 221.18286 6.710327 92.43671 79.35336
139.0 38.5 2008.0 538 0.75 45.252274 0.7165794 300.05823 8.588058 209.60815 2.9774933 100.65198 80.903015
140.0 38.5 2008.0 3372 0.45 35.89765 0.54930824 102.91345 0.5853653 12.9079895 0.5345459 240.50864 89.2072
141.0 38.5 2008.0 3341 0.45 36.467327 0.5274074 103.753296 0.73457336 13.751282 0.15690613 271.6942 89.248764
142.0 38.5 2008.0 153 0.35 41.567265 0.2640258 129.20203 1.5362396 219.28682 3.157959 13.294342 86.48747
139.0 39.5 2008.0 86 0.7 33.454105 0.5729737 290.4447 5.3750076 20.573486 1.3686066 124.813354 84.45245
140.0 39.5 2008.0 3276 0.45 36.50299 0.54181343 102.2554 0.63892365 12.250244 0.46562195 246.1696 89.20943
141.0 39.5 2008.0 3428 0.45 36.56775 0.53575605 102.93732 0.8108673 12.934143 0.22533417 267.4048 89.15813
142.0 39.5 2008.0 250 0.45 35.597507 0.47510013 115.79047 0.7583313 205.83437 3.3110352 12.905731 86.60303
139.0 40.5 2008.0 45 0.7 38.54238 0.56006557 288.89673 3.3216934 198.80298 1.6148987 82.91266 86.30571
140.0 40.5 2008.0 234 0.65 41.954712 0.54656965 91.78293 0.3630066 181.78485 0.3013153 311.47867 89.52811
141.0 40.5 2008.0 318 0.65 37.614845 0.59350955 96.640686 1.746254 6.597351 1.4220963 237.45917 87.747604
142.0 40.5 2008.0 136 0.55 27.891565 0.70359004 107.53256 5.6067734 197.76361 2.352005 310.43298 83.91693
139.0 41.5 2008.0 33 0.8 38.660515 0.61623585 91.84906 0.37985992 181.92953 11.957108 0.055999756 78.03665
140.0 41.5 2008.0 96 0.8 39.326733 0.5481733 102.74161 4.9661026 12.462982 3.2032852 249.7598 84.08603
141.0 41.5 2008.0 74 0.55 42.030453 0.38108295 101.56995 7.277832 10.593445 7.601219 234.84378 79.44647
139.0 42.5 2008.0 35 0.8 39.8353 0.6757587 275.0847 1.0209808 5.0886536 0.2236557 107.44324 88.95488
140.0 42.5 2008.0 53 0.75 41.443832 0.51375675 91.394165 0.6912842 1.3439331 4.1549606 190.8232 85.78772
141.0 42.5 2008.0 27 0.4 30.709476 0.19513342 46.07257 3.5491714 315.42053 10.397247 154.68182 79.00087
142.0 42.5 2008.0 33 0.8 48.295925 0.8306172 276.30194 10.101723 179.9403 31.879005 21.727997 56.18651
143.0 42.5 2008.0 37 0.65 33.785294 0.84103936 282.30792 6.1447067 159.70947 78.69937 13.334351 9.447205
141.0 43.5 2008.0 41 0.7 42.001163 0.5697302 290.77985 11.457977 21.04654 1.3156204 117.50757 78.46469
142.0 43.5 2008.0 62 0.8 40.655266 0.9110795 282.5849 13.987701 19.227295 24.908257 165.94171 60.948242
143.0 43.5 2008.0 49 0.2 46.99292 0.70926374 281.8451 4.3015823 16.593353 47.73935 187.9703 41.93663
